Country,Year,Age,Cause,Pollutant,Measure,Value,Lower Bound,Upper Bound,Units,Life Expectancy (State of global air?),
Bangladesh,2005,All ages,Ischemic stroke,Ambient PM,Deaths,1.69299,1.000938,2.613691,"per 100,000",67.936996,
Bangladesh,2006,All ages,Ischemic stroke,Ambient PM,Deaths,1.834955,1.143284,2.722614,"per 100,000",68.403,
Bangladesh,2007,All ages,Ischemic stroke,Ambient PM,Deaths,1.985565,1.2451,2.881474,"per 100,000",68.861,
Bangladesh,2008,All ages,Ischemic stroke,Ambient PM,Deaths,2.127375,1.39671,3.10353,"per 100,000",69.311996,
Bangladesh,2009,All ages,Ischemic stroke,Ambient PM,Deaths,2.225993,1.389645,3.227949,"per 100,000",69.759003,
Bangladesh,2010,All ages,Ischemic stroke,Ambient PM,Deaths,2.328631,1.405068,3.413428,"per 100,000",70.197998,
Bangladesh,2011,All ages,Ischemic stroke,Ambient PM,Deaths,2.296269,1.398855,3.449486,"per 100,000",70.625999,
Bangladesh,2012,All ages,Ischemic stroke,Ambient PM,Deaths,2.29747,1.405503,3.387035,"per 100,000",71.039001,
Bangladesh,2013,All ages,Ischemic stroke,Ambient PM,Deaths,2.186071,1.351666,3.26183,"per 100,000",71.431,
Bangladesh,2014,All ages,Ischemic stroke,Ambient PM,Deaths,2.293106,1.387146,3.509145,"per 100,000",71.803001,
Bangladesh,2015,All ages,Ischemic stroke,Ambient PM,Deaths,2.291255,1.481578,3.477202,"per 100,000",72.154999,
Bangladesh,2016,All ages,Ischemic stroke,Ambient PM,Deaths,2.238607,1.411173,3.364148,"per 100,000",72.7,
Bangladesh,2017,All ages,Ischemic stroke,Ambient PM,Deaths,2.361605,1.460874,3.51978,"per 100,000",,
Bangladesh,1990,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,28.34444,16.28043,43.65733,"per 100,000",58.401001,
Bangladesh,1991,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,27.07829,16.90663,42.34471,"per 100,000",59.033001,
Bangladesh,1992,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,27.24124,17.69403,40.48337,"per 100,000",59.700001,
Bangladesh,1993,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,27.43814,17.46999,40.82793,"per 100,000",60.400002,
Bangladesh,1994,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,27.58187,18.13926,40.83164,"per 100,000",61.126999,
Bangladesh,1995,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,28.23324,17.67747,42.76792,"per 100,000",61.868,
Bangladesh,1996,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,28.55652,18.31767,41.62613,"per 100,000",62.610001,
Bangladesh,1997,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,28.81439,19.20309,41.08706,"per 100,000",63.338001,
Bangladesh,1998,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,29.23842,19.11303,41.12818,"per 100,000",64.038002,
Bangladesh,1999,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,29.78058,19.05345,43.07026,"per 100,000",64.702003,
Bangladesh,2000,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,31.12107,19.13699,47.44903,"per 100,000",65.323997,
Bangladesh,2001,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,31.04143,20.15074,44.50463,"per 100,000",65.903,
Bangladesh,2002,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,31.70962,21.62449,45.63264,"per 100,000",66.447998,
Bangladesh,2003,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,33.19285,22.97087,46.24172,"per 100,000",66.964996,
Bangladesh,2004,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,35.31778,23.45187,49.36039,"per 100,000",67.459999,
Bangladesh,2005,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,37.72262,24.02211,54.01305,"per 100,000",67.936996,
Bangladesh,2006,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,40.69364,27.53408,56.58229,"per 100,000",68.403,
Bangladesh,2007,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,44.08833,30.7282,60.43143,"per 100,000",68.861,
Bangladesh,2008,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,45.34213,30.933,62.01017,"per 100,000",69.311996,
Bangladesh,2009,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,46.36098,31.20128,63.81007,"per 100,000",69.759003,
Bangladesh,2010,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,47.86479,30.80542,67.94884,"per 100,000",70.197998,
Bangladesh,2011,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,48.64618,30.75296,68.67131,"per 100,000",70.625999,
Bangladesh,2012,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,50.63901,33.32479,70.06226,"per 100,000",71.039001,
Bangladesh,2013,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,50.79695,32.16647,72.54896,"per 100,000",71.431,
Bangladesh,2014,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,57.82994,36.52579,82.06531,"per 100,000",71.803001,
Bangladesh,2015,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,59.61095,38.46427,83.76527,"per 100,000",72.154999,
Bangladesh,2016,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,56.60309,35.46518,81.03862,"per 100,000",72.7,
Bangladesh,2017,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,DALYs,59.82726,37.7222,85.93162,"per 100,000",,
Bangladesh,1990,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.044417,0.606714,1.607944,"per 100,000",58.401001,
Bangladesh,1991,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,0.992685,0.621105,1.523673,"per 100,000",59.033001,
Bangladesh,1992,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,0.99647,0.649711,1.474385,"per 100,000",59.700001,
Bangladesh,1993,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.002307,0.646731,1.479581,"per 100,000",60.400002,
Bangladesh,1994,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.007051,0.661829,1.492653,"per 100,000",61.126999,
Bangladesh,1995,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.028833,0.655159,1.557649,"per 100,000",61.868,
Bangladesh,1996,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.040703,0.664225,1.515737,"per 100,000",62.610001,
Bangladesh,1997,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.049818,0.699336,1.506456,"per 100,000",63.338001,
Bangladesh,1998,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.065564,0.703001,1.48779,"per 100,000",64.038002,
Bangladesh,1999,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.083745,0.691537,1.571452,"per 100,000",64.702003,
Bangladesh,2000,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.134356,0.695393,1.706443,"per 100,000",65.323997,
Bangladesh,2001,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.122118,0.723118,1.604636,"per 100,000",65.903,
Bangladesh,2002,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.145371,0.78093,1.650186,"per 100,000",66.447998,
Bangladesh,2003,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.200656,0.823578,1.677898,"per 100,000",66.964996,
Bangladesh,2004,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.286377,0.862685,1.79577,"per 100,000",67.459999,
Bangladesh,2005,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.384804,0.889869,1.992095,"per 100,000",67.936996,
Bangladesh,2006,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.49972,1.009518,2.092343,"per 100,000",68.403,
Bangladesh,2007,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.637498,1.134834,2.256031,"per 100,000",68.861,
Bangladesh,2008,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.706784,1.162939,2.327906,"per 100,000",69.311996,
Bangladesh,2009,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.774724,1.187612,2.449426,"per 100,000",69.759003,
Bangladesh,2010,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.866191,1.188624,2.67825,"per 100,000",70.197998,
Bangladesh,2011,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.908692,1.196493,2.69806,"per 100,000",70.625999,
Bangladesh,2012,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,1.993394,1.306193,2.756034,"per 100,000",71.039001,
Bangladesh,2013,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,2.035323,1.294002,2.913851,"per 100,000",71.431,
Bangladesh,2014,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,2.37493,1.502077,3.387414,"per 100,000",71.803001,
Bangladesh,2015,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,2.469431,1.576183,3.44041,"per 100,000",72.154999,
Bangladesh,2016,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,2.358147,1.474247,3.388208,"per 100,000",72.7,
Bangladesh,2017,All ages,"Tracheal, bronchus, and lung cancer",Ambient PM,Deaths,2.519532,1.606804,3.61414,"per 100,000",,
Bangladesh,1990,All ages,Lower respiratory infections,Ambient PM,DALYs,1077.614,597.3756,1763.246,"per 100,000",58.401001,
Bangladesh,1991,All ages,Lower respiratory infections,Ambient PM,DALYs,1070.431,618.3213,1673.364,"per 100,000",59.033001,
Bangladesh,1992,All ages,Lower respiratory infections,Ambient PM,DALYs,1023.033,622.1723,1548.41,"per 100,000",59.700001,
Bangladesh,1993,All ages,Lower respiratory infections,Ambient PM,DALYs,983.9635,596.736,1486.827,"per 100,000",60.400002,
Bangladesh,1994,All ages,Lower respiratory infections,Ambient PM,DALYs,947.446,568.8693,1431.785,"per 100,000",61.126999,
Bangladesh,1995,All ages,Lower respiratory infections,Ambient PM,DALYs,908.8373,524.7047,1405.064,"per 100,000",61.868,
Bangladesh,1996,All ages,Lower respiratory infections,Ambient PM,DALYs,888.7632,534.0992,1332.261,"per 100,000",62.610001,
Bangladesh,1997,All ages,Lower respiratory infections,Ambient PM,DALYs,871.1105,543.6397,1307.666,"per 100,000",63.338001,
Bangladesh,1998,All ages,Lower respiratory infections,Ambient PM,DALYs,845.2895,513.3911,1269.315,"per 100,000",64.038002,
Bangladesh,1999,All ages,Lower respiratory infections,Ambient PM,DALYs,827.9542,502.0816,1222.112,"per 100,000",64.702003,
Bangladesh,2000,All ages,Lower respiratory infections,Ambient PM,DALYs,807.8482,475.9367,1251.547,"per 100,000",65.323997,
Bangladesh,2001,All ages,Lower respiratory infections,Ambient PM,DALYs,788.9697,480.8288,1157.156,"per 100,000",65.903,
Bangladesh,2002,All ages,Lower respiratory infections,Ambient PM,DALYs,768.17,491.4729,1112.193,"per 100,000",66.447998,
Bangladesh,2003,All ages,Lower respiratory infections,Ambient PM,DALYs,743.1324,456.6368,1091.452,"per 100,000",66.964996,
Bangladesh,2004,All ages,Lower respiratory infections,Ambient PM,DALYs,703.0374,433.106,1029.253,"per 100,000",67.459999,
Bangladesh,2005,All ages,Lower respiratory infections,Ambient PM,DALYs,658.0765,393.3933,969.3496,"per 100,000",67.936996,
Bangladesh,2006,All ages,Lower respiratory infections,Ambient PM,DALYs,609.3622,374.244,892.2242,"per 100,000",68.403,
Bangladesh,2007,All ages,Lower respiratory infections,Ambient PM,DALYs,571.3233,352.8158,825.9853,"per 100,000",68.861,
Bangladesh,2008,All ages,Lower respiratory infections,Ambient PM,DALYs,528.4696,337.2356,760.6865,"per 100,000",69.311996,
Bangladesh,2009,All ages,Lower respiratory infections,Ambient PM,DALYs,487.1833,299.2456,704.5687,"per 100,000",69.759003,
Bangladesh,2010,All ages,Lower respiratory infections,Ambient PM,DALYs,448.8153,270.8627,660.151,"per 100,000",70.197998,
Bangladesh,2011,All ages,Lower respiratory infections,Ambient PM,DALYs,419.848,259.1414,627.4991,"per 100,000",70.625999,
Bangladesh,2012,All ages,Lower respiratory infections,Ambient PM,DALYs,391.3576,243.6787,563.4691,"per 100,000",71.039001,
Bangladesh,2013,All ages,Lower respiratory infections,Ambient PM,DALYs,343.2431,211.9798,498.8616,"per 100,000",71.431,
Bangladesh,2014,All ages,Lower respiratory infections,Ambient PM,DALYs,331.4278,195.6371,494.8931,"per 100,000",71.803001,
Bangladesh,2015,All ages,Lower respiratory infections,Ambient PM,DALYs,303.2594,184.3868,441.7544,"per 100,000",72.154999,
Bangladesh,2016,All ages,Lower respiratory infections,Ambient PM,DALYs,264.7559,153.7918,390.4644,"per 100,000",72.7,
Bangladesh,2017,All ages,Lower respiratory infections,Ambient PM,DALYs,250.246,150.1922,379.2778,"per 100,000",,
Bangladesh,1990,All ages,Lower respiratory infections,Ambient PM,Deaths,13.44348,7.598687,21.84318,"per 100,000",58.401001,
Bangladesh,1991,All ages,Lower respiratory infections,Ambient PM,Deaths,13.31248,7.676691,20.89298,"per 100,000",59.033001,
Bangladesh,1992,All ages,Lower respiratory infections,Ambient PM,Deaths,12.78482,7.789967,19.18484,"per 100,000",59.700001,
Bangladesh,1993,All ages,Lower respiratory infections,Ambient PM,Deaths,12.35531,7.582476,18.39893,"per 100,000",60.400002,
Bangladesh,1994,All ages,Lower respiratory infections,Ambient PM,Deaths,11.95592,7.230561,17.87533,"per 100,000",61.126999,
Bangladesh,1995,All ages,Lower respiratory infections,Ambient PM,Deaths,11.55157,6.776969,17.62487,"per 100,000",61.868,
Bangladesh,1996,All ages,Lower respiratory infections,Ambient PM,Deaths,11.34591,6.836937,16.96282,"per 100,000",62.610001,
Bangladesh,1997,All ages,Lower respiratory infections,Ambient PM,Deaths,11.16902,7.005305,16.65218,"per 100,000",63.338001,
Bangladesh,1998,All ages,Lower respiratory infections,Ambient PM,Deaths,10.89525,6.726232,16.25739,"per 100,000",64.038002,
Bangladesh,1999,All ages,Lower respiratory infections,Ambient PM,Deaths,10.70347,6.431466,15.79,"per 100,000",64.702003,
Bangladesh,2000,All ages,Lower respiratory infections,Ambient PM,Deaths,10.47572,6.235214,15.99861,"per 100,000",65.323997,
Bangladesh,2001,All ages,Lower respiratory infections,Ambient PM,Deaths,10.26271,6.351199,14.92678,"per 100,000",65.903,
Bangladesh,2002,All ages,Lower respiratory infections,Ambient PM,Deaths,10.01921,6.509496,14.54597,"per 100,000",66.447998,
Bangladesh,2003,All ages,Lower respiratory infections,Ambient PM,Deaths,9.759432,6.16775,14.3391,"per 100,000",66.964996,
Bangladesh,2004,All ages,Lower respiratory infections,Ambient PM,Deaths,9.310054,5.794403,13.49032,"per 100,000",67.459999,
Bangladesh,2005,All ages,Lower respiratory infections,Ambient PM,Deaths,8.826438,5.260814,12.85159,"per 100,000",67.936996,
Bangladesh,2006,All ages,Lower respiratory infections,Ambient PM,Deaths,8.300407,5.176592,11.95044,"per 100,000",68.403,
Bangladesh,2007,All ages,Lower respiratory infections,Ambient PM,Deaths,7.909893,5.01219,11.37439,"per 100,000",68.861,
Bangladesh,2008,All ages,Lower respiratory infections,Ambient PM,Deaths,7.467758,4.833904,10.61719,"per 100,000",69.311996,
Bangladesh,2009,All ages,Lower respiratory infections,Ambient PM,Deaths,7.024259,4.463205,9.968864,"per 100,000",69.759003,
Bangladesh,2010,All ages,Lower respiratory infections,Ambient PM,Deaths,6.619164,4.076409,9.657146,"per 100,000",70.197998,
Bangladesh,2011,All ages,Lower respiratory infections,Ambient PM,Deaths,6.249576,3.881213,9.213558,"per 100,000",70.625999,
Bangladesh,2012,All ages,Lower respiratory infections,Ambient PM,Deaths,5.914422,3.75498,8.453846,"per 100,000",71.039001,
Bangladesh,2013,All ages,Lower respiratory infections,Ambient PM,Deaths,5.313953,3.331272,7.687549,"per 100,000",71.431,
Bangladesh,2014,All ages,Lower respiratory infections,Ambient PM,Deaths,5.279488,3.225262,7.757745,"per 100,000",71.803001,
Bangladesh,2015,All ages,Lower respiratory infections,Ambient PM,Deaths,4.973623,3.071265,7.038132,"per 100,000",72.154999,
Bangladesh,2016,All ages,Lower respiratory infections,Ambient PM,Deaths,4.507362,2.686926,6.544217,"per 100,000",72.7,
Bangladesh,2017,All ages,Lower respiratory infections,Ambient PM,Deaths,4.455518,2.729333,6.535965,"per 100,000",,
Cambodia,1990,<5 years,Lower respiratory infections,Ambient PM,DALYs,4245.491,1733.558,8156.292,"per 100,000",53.595001,
Cambodia,1991,<5 years,Lower respiratory infections,Ambient PM,DALYs,4248.05,2074.564,7245.276,"per 100,000",53.916,
Cambodia,1992,<5 years,Lower respiratory infections,Ambient PM,DALYs,4277.615,2206.648,7352.425,"per 100,000",54.228001,
Cambodia,1993,<5 years,Lower respiratory infections,Ambient PM,DALYs,4323.513,2254.244,7284.397,"per 100,000",54.514,
Cambodia,1994,<5 years,Lower respiratory infections,Ambient PM,DALYs,4295.19,2175.565,7397.811,"per 100,000",54.82,
Cambodia,1995,<5 years,Lower respiratory infections,Ambient PM,DALYs,4274.816,1918.283,7676.809,"per 100,000",55.188999,
Cambodia,1996,<5 years,Lower respiratory infections,Ambient PM,DALYs,4268.613,2164.571,7302.083,"per 100,000",55.653,
Cambodia,1997,<5 years,Lower respiratory infections,Ambient PM,DALYs,4188.617,2221.693,6966.872,"per 100,000",56.212002,
Cambodia,1998,<5 years,Lower respiratory infections,Ambient PM,DALYs,4146.859,2194.154,7138.968,"per 100,000",56.862,
Cambodia,1999,<5 years,Lower respiratory infections,Ambient PM,DALYs,4040.511,2108.27,6880.934,"per 100,000",57.604,
Cambodia,2000,<5 years,Lower respiratory infections,Ambient PM,DALYs,3919.002,1898.149,7255.382,"per 100,000",58.431999,
Cambodia,2001,<5 years,Lower respiratory infections,Ambient PM,DALYs,3767.849,1981.659,6630.787,"per 100,000",59.334999,
Cambodia,2002,<5 years,Lower respiratory infections,Ambient PM,DALYs,3747.78,2122.492,6449.293,"per 100,000",60.283001,
Cambodia,2003,<5 years,Lower respiratory infections,Ambient PM,DALYs,3568.505,1939.424,5855.272,"per 100,000",61.241001,
Cambodia,2004,<5 years,Lower respiratory infections,Ambient PM,DALYs,3368.921,1853.646,5845.967,"per 100,000",62.186001,
Cambodia,2005,<5 years,Lower respiratory infections,Ambient PM,DALYs,3170.361,1496.989,5904.269,"per 100,000",63.088001,
Cambodia,2006,<5 years,Lower respiratory infections,Ambient PM,DALYs,2967.523,1605.834,4970.85,"per 100,000",63.926998,
Cambodia,2007,<5 years,Lower respiratory infections,Ambient PM,DALYs,2776.527,1575.49,4511.813,"per 100,000",64.695,
Cambodia,2008,<5 years,Lower respiratory infections,Ambient PM,DALYs,2584.139,1462.734,4247.387,"per 100,000",65.390999,
Cambodia,2009,<5 years,Lower respiratory infections,Ambient PM,DALYs,2385.041,1312.214,3991.816,"per 100,000",66.010002,
Cambodia,2010,<5 years,Lower respiratory infections,Ambient PM,DALYs,2223.26,1123.313,3885.473,"per 100,000",66.555,
Cambodia,2011,<5 years,Lower respiratory infections,Ambient PM,DALYs,2047.631,1053.331,3473.178,"per 100,000",67.033997,
Cambodia,2012,<5 years,Lower respiratory infections,Ambient PM,DALYs,1978.954,959.4951,3543.28,"per 100,000",67.466003,
Cambodia,2013,<5 years,Lower respiratory infections,Ambient PM,DALYs,1822.259,940.1818,3088.123,"per 100,000",67.867996,
Cambodia,2014,<5 years,Lower respiratory infections,Ambient PM,DALYs,1668.542,779.2687,2893.774,"per 100,000",68.250999,
Cambodia,2015,<5 years,Lower respiratory infections,Ambient PM,DALYs,1493.555,767.3202,2689.148,"per 100,000",68.620003,
Cambodia,2016,<5 years,Lower respiratory infections,Ambient PM,DALYs,1350.029,630.4962,2406.132,"per 100,000",69.4,
Cambodia,2017,<5 years,Lower respiratory infections,Ambient PM,DALYs,1295.107,614.7276,2392.419,"per 100,000",,
Cambodia,1990,<5 years,Lower respiratory infections,Ambient PM,Deaths,48.70612,19.90028,93.58207,"per 100,000",53.595001,
Cambodia,1991,<5 years,Lower respiratory infections,Ambient PM,Deaths,48.72725,23.77193,83.07563,"per 100,000",53.916,
Cambodia,1992,<5 years,Lower respiratory infections,Ambient PM,Deaths,49.05705,25.3046,84.36793,"per 100,000",54.228001,
Cambodia,1993,<5 years,Lower respiratory infections,Ambient PM,Deaths,49.57434,25.84022,83.54697,"per 100,000",54.514,
